"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","Y"
89.72684977,96.30018548,106.9431994,96.37393768,71.88811189,101.6271098,100.5416,89.09574468,106.5497764,101.4581142,96.6323667,93.95194389,109.1544171,116.8627451,108.5557333,104.0358744,95.01441983,104.41176,118.4627586,109.0572181,112.3431871,98.13694915,103.569497,99.53730523,103.9997853,114.6450365,102.6673794,109.6926629,104.267725,108.5401506,127.7173913,122.3036709,111.9451887,107.5709779,105.4293464,94.21462687,127.2709124,102.8883289,106.6244431,103.9961941,78.31998421,105.6220011,102.0992,109.4854185,107.2258274,94.0070922,101.2345679,106.9666345,111.6188931,110.2539326,113.0699613,97.08556054,109.117314,96.9562805,101.706988,110.9756098,98.92490341,123.8619181,97.50347813,76.13293162,109.741436,101.4308194,105.2631579,103.6537512,105.3032727,104.8067897,112.9534613,126.0528413,105.7051552,101.7129253,97.58024243,97.82595553,98.8065213,96.9240464,106.0438093,96.55208351,130.0617473,96.095,101.1439484,109.1803279,102.3461126,106.812545,95.92354425,112.5309327,106.043956,107.6619355,108.7929559,112.7051914,94.91834506,109.5168375,105.9220608,110.8148148,105.6751468,117.7617153,97.1291866,100.7088059,110.6418775,100.3262634,102.7881894,74.31578947,1
92.85356946,98.92761486,107.9808358,96.31728045,71.74825175,99.04976787,98.4584,87.5,99.36102236,97.42709944,98.22263798,98.43591495,109.0962014,114.5098039,115.5555556,106.8013154,92.52162975,103.7430976,117.3850575,104.8982723,115.4811417,98.81491525,100,103.6436288,98.70968008,109.7633576,98.13449344,109.219868,101.3578977,109.7317995,128.6231884,121.5308558,120.5913618,104.7318612,103.4436721,95.20635978,122.1030716,102.4230947,105.1948268,102.4738344,77.55316693,104.9604855,100.4,111.9737235,105.7040883,94.11347518,99.07654321,103.0485992,115.4903551,115.1685393,113.9814061,95.51569507,109.6686851,98.37170066,101.2048193,115.4878049,96.77406954,114.8151723,96.2513526,73.41385909,104.269397,96.38317627,108.2706767,101.6345601,102.7272727,98.25643601,111.0105133,117.6239809,105.7051552,99.07393527,94.89263177,97.44562666,103.6992871,93.84612355,102.7476453,98.06905097,131.129533,98.8275,97.61692678,109.1803279,100.1955232,102.6994344,94.36240158,114.3996928,104.3956044,110.08,105.6051527,114.9908154,95.82549307,103.0746706,101.18431,108.8888889,101.0764775,138.0654593,72.72727273,98.57821881,105.912019,108.8091124,100.7152146,71.82896842,-1
95.19735855,91.7961679,109.4970669,96.82719547,74.7558042,99.72881503,98.8334,86.83510638,94.08971246,101.2008242,95.88400374,96.45470333,107.6383835,116.0784314,115.8890667,105.3065471,94.63091367,110.0267272,115.0144828,106.0074183,116.1087327,98.81491525,99.94591671,103.9329056,97.16129618,110.7009972,99.73455243,112.8841578,99.41806715,114.3982967,130.2536232,111.649051,119.7951858,107.414511,104.7003475,94.38018015,124.2420785,101.5835856,109.7413392,103.1398668,81.77060619,94.81724527,97.1008,118.3512491,103.4231019,93.08510638,102.162963,101.3069406,113.7281413,116.5730337,111.8537151,94.84340807,110.2200561,99.15074791,98.79518072,121.8292683,94.8032727,129.7590323,95.00695625,77.34136759,102.2248936,94.7139233,109.4015038,99.32693631,105.1515152,97.40817901,114.1191827,121.069086,107.2068282,100.5091661,93.81667953,101.5216711,102.0286157,90.77016995,105.2203096,97.24166681,133.0467711,98.8275,96.28262541,110.8196721,100.3910464,101.4140874,97.05117495,111.733083,103.5736264,110.4851613,103.4405446,116.453334,94.91834506,103.6603221,100.5074885,107.4074074,100.7827789,131.9743361,75.35885167,95.50533689,108.2767456,110.1141661,98.72638262,76.63157895,-1
101.3957677,90.93825978,106.623966,96.31728045,72.44755245,98.30563631,97.2916,87.5,92.97124601,100.1716639,94.29373246,98.12302349,105.0145726,112.3529412,117.1111111,104.4843049,93.28864208,106.6843779,109.9137931,107.8557345,112.3431871,97.96610169,105.4624121,103.9906499,94.96754587,113.4841494,95.19982303,108.7470459,96.02332297,114.1011789,127.5362319,111.097852,117.5198771,103.785489,100.7946936,88.26422938,120.4973904,102.701937,107.1430946,100.2854424,86.78977384,93.27370872,94.8992,116.0172191,101.6482803,99.36170213,101.545679,97.53288251,110.9113034,112.3595506,107.9026411,90.69488789,110.7763501,97.31070171,99.49815261,120.8536585,91.39794591,131.5703117,96.66872778,77.56797223,100.3607978,96.93959392,105.2631579,98.65371068,103.9393939,94.06220099,115.673636,121.069086,106.3062251,99.86097429,91.80097153,103.4782578,99.04521704,91.07737146,104.9453286,94.48275463,138.1639546,96.1925,97.33078716,111.3117377,100.488808,96.9151671,93.9288896,107.9998293,102.7472527,108.0645161,100.2568179,114.8077081,93.2846656,99.56076135,99.49225614,104.2962963,98.53244618,123.8528385,70.81339713,95.98065377,106.0810729,106.5252684,96.81404421,74.09212632,1
99.43969183,89.00796653,108.5393666,96.94050992,69.44111888,97.42265805,96.125,90.95744681,93.29073482,100.085832,93.5453695,100.2084702,95.80175319,110,118.8888889,106.0539312,91.65797386,106.1495121,112.571954,107.2089019,109.6235133,98.6440678,104.9215792,106.6511448,94.32259237,108.6024706,93.59976405,106.7375791,94.95647325,118.6691665,126.2681159,110.7625867,120.363831,103.6290221,100.5954904,91.23942813,115.5063742,100.1863919,105.3244897,98.76308278,86.40642097,89.30461473,97.0016,113.9967154,101.2686567,95.85106383,103.7037037,101.5967526,112.6735172,108.988764,104.5591971,84.97793722,112.1547777,97.02761768,98.49413655,123.902439,89.42650837,158.4467394,96.2513526,78.54980356,100,96.46272677,104.5112782,97.3075833,106.6666667,92.08293465,117.098512,122.9878011,104.2034822,98.148049,88.57538476,104.6194222,96.30071291,83.38551821,107.6922522,94.20715291,147.1190257,92.1875,95.90130929,110.9838689,101.1731393,97.42930591,89.93930277,107.1977131,100.5494505,104.8387097,100.6400065,114.6251857,91.46978884,97.51098097,98.47702382,104,97.74966732,118.7769025,74.64114833,98.69913276,102.0270243,110.6033002,95.05851756,74.09212632,1
94.91720446,86.86319626,107.4220496,96.31728045,78.46153846,90.77971103,92.0416,88.03191489,91.69329073,100.1716639,88.0261927,100.3128915,96.20982278,107.6470588,115.5555556,106.2034081,87.63115911,103.7430976,113.5777011,103.8816203,108.7866123,95.7640678,102.1633315,100.9253895,92.90303401,102.6640869,93.59976405,104.609934,91.07664915,110.0289173,124.6376812,98.44300489,117.0648154,100.7899054,98.27710435,91.07440377,111.5848615,98.6952567,103.2465589,94.57659372,78.11085222,83.90311883,96,110.264258,99.62037638,100.8510638,96.60740741,98.54908226,111.6188931,105.6179775,104.2553821,83.85650224,111.0520356,92.285394,97.49012048,116.9512195,86.02182228,147.254126,97.50347813,74.84889971,97.59470747,96.2242932,103.0075188,96.34608689,106.0606061,95.24048651,118.6529653,122.9878011,99.69946505,94.99989292,81.72016162,98.91288886,97.61324135,81.8475414,110.4398975,92.13782402,143.2811381,92.7725,92.3736776,111.3117377,98.63150347,93.18786632,88.11783089,106.1310692,101.0989011,102.4206452,94.65166524,114.9908154,90.56264083,95.75402635,98.13861305,102.962963,95.98841487,118.525136,69.61722488,92.19479653,99.66189235,104.0780318,91.71192534,68.27629474,1
100.2776527,88.20376347,107.3423689,96.48725212,77.48251748,92.40682084,92.3334,84.57446809,96.16613419,102.4014425,90.83255379,97.60166181,90.90379857,109.0196078,117.1111111,105.9790732,85.71362828,97.72706125,116.7386207,104.5286091,125.3139651,93.05220339,103.4072472,103.7593025,93.16109799,102.6640869,92.26699602,105.555551,92.91946369,110.2275255,129.1666667,100.551199,115.5856827,100.4744479,96.82122574,89.91711757,108.7328523,97.9496891,101.5592792,94.48144624,83.09510877,84.12362405,91.0016,113.6856773,105.4510058,99.36170213,95.0617284,95.06576503,108.4505138,111.658427,105.7749501,82.51121076,109.9443706,94.97469229,95.78313253,122.804878,84.946085,145.7130908,98.33822847,74.24468172,99.03788127,100.7155187,103.7593985,94.61532856,102.4242424,92.03588466,118.2642333,119.922761,95.19444611,95.87955626,86.69360331,102.7716533,95.70387418,82.76914594,111.5383783,93.24138889,140.937468,88.1825,96.09166229,110.1639344,97.36076855,89.71722365,90.37281475,93.86466422,100.5494505,100.8077419,95.92352534,112.6139302,87.65883801,94.28989751,98.30794614,104.4444444,93.34637965,118.2733696,76.55502392,90.30603736,99.15513628,104.4042952,91.15352253,72.74997895,1
98.43664015,85.25461855,106.3846686,96.71388102,72.51804196,90.44127218,94.375,84.97340426,97.76357827,107.6330756,92.70346118,96.14181187,93.70262978,109.4117647,112.1112889,104.0358744,88.01466528,99.59893091,110.9195402,107.6709028,122.1756712,92.03525424,101.1357491,99.19028415,97.29012172,102.4408394,89.86690754,109.5744574,95.44139012,101.885983,133.6956522,95.83475395,114.4480283,89.58990536,102.051369,90.24769521,110.1588569,97.11017998,102.8575703,95.52806851,69.50152973,84.01248942,91.2,114.9298298,117.6184296,118.9361702,99.07654321,97.09723564,104.2230034,113.3438202,110.9422702,83.63264574,110.2200561,99.92866282,96.68690763,129.2682927,85.48427399,153.7560725,103.7563766,72.65857135,101.5033068,101.4308194,104.8902256,93.74986842,102.7272727,91.42333001,118.523388,116.0914608,97.59672217,98.42592196,89.24728742,96.52174222,91.64664286,84.92349501,112.0883404,90.89645829,135.6053628,84.2775,93.32727295,111.9674754,101.5640197,92.4166581,94.53586188,93.06681457,101.6483516,102.0154839,95.67078391,112.1570394,90.01788743,99.26793558,106.7682154,107.1111111,94.42285714,114.2126208,82.29665072,90.5436958,103.0405364,100.9787903,92.74841276,69.17103158,1
98.26904798,84.71842598,103.4316317,96.09065156,74.89566434,87.72942248,94.4584,84.17553191,100.4794888,110.7205562,88.86810103,97.18453523,96.96793286,108.627451,105.6668444,100.8222422,88.78167761,99.59893091,112.7873563,109.9815325,124.058444,91.69627119,98.26933478,98.66965999,99.61269757,100.803691,89.59961658,111.5839242,96.50823984,97.51660364,134.057971,88.12365041,113.7654357,94.95268139,101.9856743,88.26422938,113.1905427,97.11017998,98.18305738,97.81160799,66.92223525,81.58693198,88.3008,112.1304867,117.1122648,111.5602837,95.99012346,93.46901241,104.5745448,109.9730337,113.3737762,82.17470852,110.7763501,100.7779149,96.88771084,125.1219512,88.88896008,139.6808545,110.0015458,74.62235613,101.2627749,103.6168237,105.2631579,94.0384631,100.6060606,89.77386599,119.948264,113.0264206,96.69611909,100.0924459,89.38121396,92.93466665,95.46537719,84.30909198,112.3625997,89.37949083,130.9146113,81.25,95.61516967,111.6396066,101.759543,91.64544987,93.40850871,87.99812271,100.5494505,99.59741935,95.79715462,111.7001486,89.29193672,95.46120059,105.58365,110.6666667,93.54207436,108.6250305,88.27751196,94.55887258,100.8444583,97.38989262,92.35064637,71.02635789,1
90.78743309,84.28947192,100.7181475,94.0509915,69.02153846,91.66051981,89.3334,83.5106383,99.04153355,105.2316331,81.66510758,96.14181187,93.58601181,109.8039216,101.4446222,98.72956652,85.33012211,91.9786182,108.045977,112.9389946,123.0125722,90.16949153,96.53866955,96.12483875,94.45141791,97.90147343,88.53413951,106.1465786,99.7091151,94.83618799,129.8913043,86.95874531,109.2148183,92.7444795,97.74730864,92.06613668,114.7933719,96.8313377,97.53308066,99.42911513,61.65913606,79.71351962,83.6,111.0406091,120.9149903,108.2269504,93.52098765,94.34030616,98.58932756,103.3707865,108.2064561,79.8206278,110.2200561,98.51324267,95.58232932,116.3414634,91.39794591,137.534987,108.3397743,71.07246097,98.13590411,100.6359682,104.5112782,91.44224463,100.1517576,86.52221415,118.1348933,110.3414455,96.09605097,93.79631216,90.86008081,88.69557332,93.19806579,80.30759536,111.2641189,88.00032424,128.9973732,79.4925,87.79788415,106.3937049,98.72926508,89.46015424,87.94437059,86.66695111,99.45054945,98.38709677,96.30671395,92.13867016,87.47705996,90.33674963,101.8611315,108.7407407,90.01956947,102.0303744,92.10526316,94.67978652,95.1010877,93.47473155,92.5112828,66,1
92.68597729,83.96775638,106.623966,93.25779037,72.23832168,93.3548835,88.9166,91.75531915,102.2364217,110.3774342,81.94574369,103.3368265,94.11069937,114.1176471,102.1112889,99.92538117,86.86414678,92.24589065,113.7213793,116.5434456,121.5480803,92.54237288,97.07950243,101.3301549,100,98.60098229,89.334169,108.6288404,102.4249104,101.1916489,132.6086957,83.12876463,111.1490127,93.84984227,99.20530643,92.39671432,114.9730485,88.72254447,94.54584746,101.8078021,70.8260323,84.67400508,84.7008,110.264258,129.7858533,103.0496454,92.59259259,92.88845954,96.82711376,109.9730337,116.1090972,80.04520179,109.117314,103.7502972,95.18072289,113.1707317,93.54877978,135.3247756,115.4196939,68.80659773,100.1803989,104.8092096,105.2631579,90.76918094,102.2729697,87.84164964,119.6891093,108.4288604,95.49498107,98.148049,92.74186226,92.60856887,94.98798571,80.30759536,112.6375807,90.20687499,122.3859721,80.7625,83.98472295,109.5081967,96.87196051,87.27526992,91.67390574,87.73359502,99.72747253,102.4206452,96.05397252,92.13867016,90.56264083,92.67935578,109.9829901,113.7777778,91.5851272,100,87.32057416,95.03418946,97.46621964,93.96386567,91.47479538,67.80261053,-1
89.55925759,88.31100199,106.2250519,94.90084986,75.4551049,91.99895865,90.6666,89.7606383,103.3548882,114.7513652,87.83910196,99.37440321,92.82790173,116.0784314,103.4446222,99.47695067,93.38375161,94.65230518,116.5949425,113.5859834,120.7111793,92.03525424,94.86208761,109.022548,100,101.2799524,88.80143047,110.165485,100.291048,103.7735549,134.4202899,82.02068417,116.3822227,92.42902208,99.73510214,92.72729196,118.0018823,90.21367967,97.01276681,99.71455756,75.88011105,83.90311883,85.9008,107.9302279,131.0545101,105.8156028,92.28641975,93.61391841,96.82711376,116.5730337,118.2367882,84.41686099,109.6686851,103.3256712,95.78313253,111.7073171,93.90693175,142.5634591,117.923945,67.37155712,98.49669325,107.472299,106.7669173,92.11530831,100.7578182,90.38642065,119.3006147,110.3414455,95.19444611,94.62957411,93.01085032,91.30435556,95.10723421,81.8475414,111.5383783,89.79347241,132.1939071,80.2725,85.22445792,107.7051803,96.28555684,88.81768638,93.58196901,89.06476662,101.3758242,104.0335484,98.471322,94.33244802,87.84003531,90.77598829,110.6598116,114.3703704,92.85729941,102.5339073,83.97129187,95.03418946,95.94595142,94.94265594,91.63160713,66.81583158,-1
88.27355045,86.48794725,107.2624329,92.91784703,77.69286713,92.47407472,89.375,90.82446809,99.68051118,112.9503348,87.37137512,98.95727663,92.01157597,112.9411765,100.5557333,98.80418535,92.04148003,100.2672724,115.0144828,113.6783211,124.6863742,89.49152542,98.26933478,105.3787342,98.19355212,103.9440393,88.00140097,107.9196343,100.5819329,101.1916489,130.4347826,81.57176952,112.2866671,89.58990536,98.01220649,97.18982561,122.1030716,86.85862547,98.57204601,98.95337774,79.22622281,85.11501552,86,111.3516473,129.0266061,110.8156028,92.28641975,89.98569518,95.77248963,121.2089888,119.7568494,84.75336323,107.1825924,103.1841292,98.49413655,116.2195122,94.62387637,113.6730689,115.8370691,72.50750158,98.43656029,104.4118929,107.8977444,93.46143569,100.7578182,86.80496649,117.2280893,106.5101453,94.29384304,96.57397096,92.8757888,93.91295999,92.48197857,86.1542703,110.7141568,88.55210667,133.899635,81.7875,93.51762596,108.5245902,96.38331845,89.33182519,94.36240158,86.9314788,100.8263736,106.4516129,96.81627329,95.42933695,87.47705996,90.33674963,107.9525254,110.6666667,92.85729941,109.6402177,86.12440191,94.55887258,95.94595142,96.90023648,94.02203014,69.05263158,-1
